ID,WC,WPS,Qmarks,Unique,Dic,Sixltr,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Class
1,144,24,0,63.89,82.64,40.97,41.67,6.25,4.17,0,0.69,0,2.08,1.39,2.08,7.64,7.64,4.17,2.78,4.17,0.69,2.08,15.28,4.17,1.39,0,1.39,0,9.03,0.69,0,0,6.25,2.08,4.17,0,3.47,0.69,11.81,2.08,1.39,0,1.39,1.39,0.69,2.78,2.78,1.39,0,1.39,0,1.39,0,1.39,0,0,14.58,2.08,9.03,3.47,12.5,2.78,1.39,0.69,0.69,0,1.39,0,0,0,1
2,121,20.17,0,66.12,71.07,27.27,35.54,9.92,8.26,0,0,0,8.26,0,1.65,6.61,7.44,3.31,5.79,1.65,0,1.65,14.05,0,0,0.83,4.13,0,17.36,4.13,0,0.83,0.83,0,0.83,0,0.83,0,7.44,1.65,0.83,0,0,0.83,1.65,1.65,0,1.65,0,1.65,0,9.92,0.83,9.09,0,0,13.22,2.48,4.96,5.79,5.79,0,1.65,0.83,0,0,4.13,0,0,0,1
3,125,15.62,0,67.2,70.4,24,42.4,11.2,9.6,3.2,0,0,5.6,0.8,1.6,4.8,9.6,5.6,5.6,4,0,1.6,12.8,2.4,1.6,0.8,4,0,15.2,4,0.8,0,2.4,0.8,1.6,0,0,1.6,7.2,0,0.8,0,0.8,1.6,0,3.2,0.8,2.4,0,2.4,0,1.6,0.8,0.8,0,0,14.4,0.8,8,5.6,3.2,0.8,2.4,1.6,0.8,0,1.6,0,0,0,1
4,57,14.25,1.75,85.96,73.68,24.56,33.33,10.53,3.51,0,0,0,3.51,0,7.02,1.75,8.77,5.26,8.77,0,0,1.75,10.53,1.75,0,1.75,3.51,0,8.77,0,0,0,7.02,3.51,3.51,0,3.51,0,10.53,1.75,0,0,1.75,0,0,0,3.51,1.75,1.75,0,0,0,0,0,0,0,14.04,1.75,8.77,3.51,5.26,1.75,5.26,3.51,1.75,0,7.02,0,0,0,0
5,173,17.3,1.16,60.12,91.91,10.4,59.54,19.65,14.45,0,8.09,1.73,4.62,0,5.2,2.31,15.61,8.67,4.62,10.4,0.58,4.05,16.18,6.94,2.89,3.47,0,0,27.17,0.58,0,0.58,7.51,4.05,3.47,1.16,0,0.58,19.65,2.89,1.73,0.58,3.47,1.73,1.16,8.09,2.89,2.89,0,2.31,0.58,3.47,0,2.89,0.58,0,8.67,2.31,4.05,2.31,0,0.58,0.58,0,0,0,1.73,0,0,0,1
6,124,12.4,1.61,60.48,91.13,21.77,55.65,10.48,4.84,0,0,4.84,0,0,5.65,8.06,19.35,14.52,0,15.32,2.42,0.81,12.9,7.26,1.61,0.81,0,0,8.06,0,0,0.81,16.94,1.61,15.32,12.9,0,0.81,22.58,3.23,2.42,1.61,4.84,0,0.81,6.45,4.03,2.42,0,0,2.42,1.61,0.81,0.81,0,0,8.87,0.81,3.23,4.84,1.61,1.61,0,0,0,0,0,0,0,0,1
7,45,22.5,0,86.67,51.11,46.67,26.67,0,0,0,0,0,0,0,0,2.22,2.22,2.22,0,2.22,0,2.22,17.78,2.22,0,0,2.22,0,2.22,0,0,0,11.11,2.22,8.89,4.44,4.44,0,4.44,2.22,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,17.78,0,13.33,4.44,0,2.22,0,0,0,2.22,2.22,0,0,0,0
8,125,25,0,70.4,84.8,18.4,44.8,6.4,3.2,2.4,0,0,0.8,0,3.2,8,11.2,6.4,6.4,3.2,0.8,3.2,14.4,3.2,0,4,4.8,0,8,0,0.8,3.2,4.8,2.4,2.4,0.8,0,1.6,15.2,2.4,2.4,0.8,1.6,4.8,0,1.6,0.8,0.8,0.8,0,0,0,0,0,0,0,19.2,1.6,5.6,12,0.8,0.8,0,0,0,0,8,0.8,0.8,0,1
9,121,20.17,0,71.07,82.64,23.97,52.07,10.74,6.61,0.83,5.79,0,0,0,4.13,4.96,10.74,8.26,0,9.09,0,5.79,13.22,9.09,4.13,1.65,0.83,0,7.44,0,0,0.83,8.26,1.65,6.61,2.48,1.65,2.48,22.31,1.65,3.31,3.31,4.13,1.65,1.65,4.96,7.44,0,0,0,0,7.44,2.48,4.96,0,0,11.57,2.48,5.79,1.65,1.65,0.83,0,0,0,0,0,0,0,0,1
10,37,37,0,86.49,78.38,32.43,48.65,13.51,8.11,0,0,8.11,0,0,5.41,8.11,5.41,2.7,0,2.7,0,2.7,16.22,2.7,0,5.41,0,0,8.11,0,0,0,5.41,5.41,0,0,0,0,18.92,0,0,2.7,0,8.11,2.7,5.41,0,2.7,2.7,0,0,2.7,0,2.7,0,0,18.92,2.7,13.51,2.7,0,0,2.7,0,0,0,5.41,0,0,0,0
11,171,15.55,0,52.05,72.51,26.32,40.35,11.11,7.6,0,2.92,0,0,4.68,3.51,1.75,11.7,7.02,3.51,8.19,0,0.58,16.37,2.34,0,0.58,9.36,0,12.87,1.75,0,1.17,2.34,1.17,1.17,0,0,0,17.54,2.92,0,1.17,0.58,1.75,1.17,8.77,0.58,1.75,0,1.75,0,1.75,0,1.75,0,0,12.28,0.58,7.6,4.09,6.43,4.09,0,0,1.17,0,1.75,0,0,0,0
12,7,7,0,85.71,85.71,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,0,0,28.57,0,0,0,14.29,0,0,0,0
13,117,23.4,0,67.52,77.78,23.08,41.88,7.69,5.98,0,0,5.13,0,0.85,1.71,2.56,9.4,6.84,1.71,6.84,0,4.27,13.68,4.27,0.85,4.27,8.55,0,13.68,0,0,3.42,5.13,0.85,4.27,0.85,0.85,1.71,16.24,4.27,3.42,0,0.85,2.56,0.85,4.27,1.71,0,0,0,0,2.56,0,1.71,0.85,0,13.68,0,5.98,7.69,0.85,1.71,0,0,0.85,0,5.98,0,0,0,1
14,8,8,0,87.5,75,62.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,12.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,12.5,0,0,0,0,0,0,25,0,0,0,0
15,5,5,0,100,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
16,94,47,0,75.53,61.7,22.34,35.11,4.26,4.26,0,2.13,0,1.06,1.06,0,7.45,9.57,5.32,2.13,5.32,1.06,1.06,12.77,1.06,0,2.13,10.64,0,7.45,0,1.06,0,5.32,4.26,1.06,0,1.06,0,9.57,1.06,3.19,0,0,0,1.06,4.26,0,3.19,2.13,0,1.06,0,0,0,0,0,10.64,0,5.32,4.26,3.19,1.06,0,0,0,0,1.06,0,0,0,0
17,112,56,0,61.61,73.21,33.04,35.71,6.25,6.25,0,0,0,6.25,0,0,9.82,3.57,0,2.68,0.89,0,0.89,16.07,1.79,0,0,1.79,0,7.14,0,0.89,0,1.79,0,1.79,0,0.89,0.89,5.36,0.89,0.89,0,0,0,0,3.57,0,0,0,0,0,4.46,0,4.46,0,0,19.64,2.68,8.04,8.93,6.25,5.36,1.79,1.79,0,0,1.79,0,0,0,1
18,171,13.15,0,68.42,87.72,19.88,56.73,14.04,9.36,4.68,3.51,0,0,1.17,4.68,0,10.53,3.51,4.68,3.51,1.75,11.7,12.87,9.36,2.92,6.43,2.92,0,12.87,0,0.58,2.92,5.85,4.09,1.17,0,0,0.58,21.05,2.34,1.17,1.17,5.26,1.75,0,5.26,4.68,2.92,1.17,1.17,0.58,0.58,0,0.58,0,0,18.13,2.92,6.43,7.02,1.75,0.58,1.17,0.58,1.17,0,1.17,0,0.58,0,1
19,22,22,0,86.36,81.82,9.09,45.45,18.18,9.09,0,9.09,0,0,0,9.09,0,4.55,4.55,0,4.55,0,0,18.18,0,0,4.55,4.55,0,22.73,0,0,0,4.55,4.55,0,0,0,0,18.18,4.55,4.55,0,9.09,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,0,13.64,0,9.09,4.55,0,0,9.09,0,0,0,4.55,0,0,0,1
20,22,22,0,68.18,77.27,36.36,40.91,9.09,9.09,0,0,0,9.09,0,0,0,18.18,18.18,9.09,0,0,0,13.64,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,13.64,0,0,13.64,0,13.64,0,13.64,0,13.64,0,0,0,0,0,4.55,0,0,0,1
21,6,6,0,83.33,83.33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0
22,113,28.25,0,74.34,82.3,28.32,46.9,6.19,2.65,0,0,0,1.77,0.88,3.54,7.96,8.85,6.19,0,8.85,0,2.65,16.81,4.42,0.88,3.54,1.77,0,11.5,0,0,4.42,11.5,2.65,7.96,2.65,0,4.42,12.39,2.65,2.65,0.88,0.88,0.88,0,3.54,0.88,0.88,0,0.88,0,1.77,0,1.77,0,0,8.85,0.88,5.31,2.65,0.88,1.77,1.77,0.88,0.88,0,0.88,0,0,0,1
23,114,22.8,0,64.91,70.18,34.21,38.6,4.39,0.88,0,0,0,0,0.88,3.51,9.65,4.39,2.63,2.63,1.75,0,3.51,14.91,6.14,0,0,1.75,0,7.89,0,0,0,1.75,1.75,0,0,0,0,16.67,0,2.63,0,1.75,2.63,0.88,6.14,0,0.88,0,0.88,0,5.26,0,5.26,0,0,7.02,0,6.14,0.88,9.65,3.51,0,0.88,0,0,2.63,0,0,0,1
24,5,5,0,100,100,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1
25,12,12,0,91.67,41.67,33.33,16.67,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,1
26,49,49,0,61.22,89.8,28.57,42.86,6.12,2.04,0,0,0,0,2.04,4.08,2.04,6.12,2.04,0,6.12,0,2.04,12.24,8.16,0,2.04,10.2,0,18.37,10.2,0,6.12,14.29,0,14.29,0,14.29,0,14.29,4.08,0,0,0,2.04,0,4.08,2.04,0,0,0,0,0,0,0,0,0,12.24,0,8.16,4.08,2.04,0,6.12,6.12,2.04,0,20.41,0,0,0,1
27,38,38,0,60.53,86.84,28.95,36.84,7.89,2.63,0,0,0,2.63,0,5.26,10.53,10.53,5.26,10.53,0,0,0,7.89,0,0,0,7.89,0,7.89,0,0,5.26,18.42,0,18.42,5.26,13.16,0,10.53,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,2.63,13.16,0,0,0,1
28,6,6,0,83.33,83.33,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,16.67,0,16.67,0,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0
29,18,18,0,55.56,55.56,44.44,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,11.11,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,22.22,0,0,0,1
30,15,15,0,100,60,46.67,26.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,6.67,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,13.33,0,13.33,0,0,6.67,6.67,0,0,0,6.67,0,0,0,0
31,124,15.5,1.61,65.32,74.19,17.74,55.65,8.87,4.84,0,0,1.61,0,3.23,4.03,12.9,9.68,8.06,0,8.87,0,5.65,12.9,3.23,0.81,2.42,2.42,0,7.26,0,0,0.81,0.81,0.81,0,0,0,0,8.06,0,0.81,0,0,1.61,0,4.03,1.61,4.03,3.23,0.81,0,0,0,0,0,0,12.9,0.81,8.87,4.84,1.61,1.61,0,0,0,0.81,0,0,0,1.61,0
32,42,21,2.38,90.48,61.9,33.33,30.95,7.14,4.76,0,4.76,0,0,0,2.38,2.38,4.76,4.76,0,4.76,0,7.14,7.14,4.76,0,2.38,2.38,0,16.67,0,4.76,2.38,7.14,7.14,0,0,0,0,14.29,0,7.14,0,0,4.76,0,2.38,0,0,0,0,0,4.76,0,4.76,0,0,14.29,2.38,9.52,2.38,2.38,4.76,0,0,0,0,2.38,0,0,0,1
33,60,60,0,50,63.33,30,28.33,6.67,6.67,0,0,0,0,6.67,0,3.33,1.67,0,1.67,0,0,0,11.67,6.67,0,0,6.67,0,23.33,13.33,0,1.67,5,0,5,0,5,0,6.67,0,0,0,0,0,0,6.67,0,1.67,0,1.67,0,0,0,0,0,0,10,0,1.67,8.33,6.67,0,1.67,1.67,0,0,11.67,0,0,0,1
34,61,61,0,65.57,88.52,29.51,37.7,3.28,0,0,0,0,0,0,3.28,9.84,8.2,3.28,6.56,1.64,0,0,14.75,1.64,0,0,4.92,0,13.11,8.2,0,3.28,4.92,0,4.92,0,4.92,0,11.48,1.64,3.28,0,0,3.28,0,3.28,0,1.64,0,1.64,0,1.64,1.64,0,0,0,14.75,0,8.2,6.56,6.56,1.64,3.28,3.28,1.64,0,13.11,0,0,0,1
35,47,47,0,70.21,70.21,27.66,44.68,4.26,2.13,0,0,0,2.13,0,2.13,8.51,10.64,4.26,0,8.51,0,0,19.15,0,0,2.13,6.38,0,10.64,0,0,8.51,2.13,0,2.13,0,2.13,0,2.13,0,0,0,2.13,0,0,0,0,4.26,4.26,0,0,0,0,0,0,0,23.4,2.13,12.77,8.51,2.13,6.38,0,0,0,0,6.38,0,0,0,1
36,36,36,0,52.78,83.33,27.78,38.89,0,0,0,0,0,0,0,0,5.56,2.78,2.78,0,2.78,0,5.56,22.22,0,0,8.33,11.11,0,8.33,0,0,8.33,2.78,2.78,0,0,0,0,27.78,0,2.78,0,0,13.89,5.56,5.56,0,0,0,0,0,0,0,0,0,0,22.22,0,16.67,5.56,0,0,0,0,0,0,11.11,0,0,0,1
37,158,39.5,0,67.09,62.03,32.91,28.48,1.9,1.27,0,0,0,0,1.27,0.63,5.7,8.23,3.16,3.16,4.43,0,1.9,12.66,3.8,0,3.16,5.06,0,12.03,0.63,0,1.27,2.53,0.63,1.9,0.63,0.63,0.63,10.13,0.63,2.53,2.53,0,0,0,3.8,0.63,0.63,0,0.63,0,3.16,0,1.9,0,1.27,7.59,0.63,2.53,4.43,3.8,0.63,0.63,0.63,2.53,0,0.63,0,0,0,1
38,95,31.67,0,73.68,47.37,30.53,26.32,4.21,1.05,0,0,0,0,1.05,3.16,2.11,5.26,2.11,1.05,3.16,1.05,4.21,12.63,0,0,1.05,6.32,0,3.16,0,0,0,2.11,2.11,0,0,0,0,6.32,1.05,0,1.05,0,0,0,3.16,1.05,1.05,1.05,0,0,1.05,0,0,0,1.05,13.68,3.16,6.32,4.21,0,1.05,8.42,0,0,0,1.05,1.05,1.05,0,1
39,113,28.25,0,62.83,81.42,29.2,50.44,1.77,0.88,0,0,0,0,0.88,0.88,8.85,12.39,9.73,1.77,6.19,1.77,0.88,21.24,5.31,0,0.88,5.31,0,7.08,0,0,2.65,2.65,0,2.65,0,2.65,0,10.62,1.77,0.88,0,1.77,0.88,0.88,3.54,0,0.88,0,0.88,0,0.88,0,0.88,0,0,16.81,0,13.27,3.54,2.65,1.77,0,0,0.88,0,4.42,0,0,0,1
40,19,9.5,5.26,100,63.16,47.37,36.84,5.26,5.26,0,0,0,0,5.26,0,0,5.26,5.26,0,0,5.26,5.26,15.79,5.26,0,0,0,0,5.26,0,0,0,5.26,5.26,0,0,0,0,15.79,5.26,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,15.79,0,15.79,0,5.26,10.53,5.26,0,0,0,5.26,0,0,0,0
41,57,19,3.51,71.93,70.18,26.32,33.33,1.75,1.75,0,0,1.75,0,0,0,8.77,5.26,5.26,0,5.26,0,0,12.28,3.51,1.75,3.51,1.75,0,7.02,0,1.75,1.75,5.26,3.51,1.75,1.75,0,0,12.28,0,3.51,0,1.75,3.51,1.75,1.75,0,3.51,3.51,0,0,0,0,0,0,0,14.04,1.75,5.26,8.77,0,0,0,0,0,0,7.02,0,0,1.75,0
42,21,21,0,90.48,61.9,19.05,28.57,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,23.81,0,0,0,4.76,0,0,0,0,0,9.52,0,9.52,0,0,9.52,14.29,0,0,0,0,4.76,0,9.52,0,0,0,0,0,4.76,0,4.76,0,0,19.05,0,14.29,4.76,0,9.52,0,0,9.52,0,4.76,0,0,0,1
43,33,33,0,54.55,57.58,45.45,39.39,9.09,9.09,0,0,0,9.09,0,0,3.03,0,0,0,0,0,0,21.21,0,6.06,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,24.24,3.03,0,0,0,0,0,0,12.12,0,0,0,1
44,40,40,0,47.5,67.5,32.5,47.5,0,0,0,0,0,0,0,0,10,12.5,12.5,0,2.5,5,0,25,0,0,0,5,0,5,0,0,5,5,0,5,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7.5,0,5,2.5,0,0,0,0,0,0,7.5,0,0,0,0
45,104,52,0,73.08,75,31.73,42.31,2.88,0.96,0,0,0,0,0.96,1.92,4.81,7.69,4.81,2.88,3.85,0.96,0,14.42,3.85,0,6.73,6.73,0,4.81,0,0,0.96,4.81,0,4.81,0,4.81,0,12.5,0,0.96,0.96,0.96,1.92,0,5.77,1.92,0.96,0,0.96,0,0.96,0.96,0,0,0,20.19,3.85,8.65,7.69,5.77,0.96,0,0,0.96,0,4.81,0,0,0,0
46,38,38,0,63.16,86.84,21.05,39.47,5.26,2.63,0,0,2.63,0,0,2.63,2.63,2.63,2.63,0,2.63,0,2.63,21.05,0,2.63,0,5.26,0,10.53,0,0,0,7.89,0,7.89,0,5.26,2.63,10.53,7.89,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,15.79,0,10.53,5.26,7.89,0,0,5.26,0,0,15.79,0,0,0,1
47,43,14.33,0,88.37,76.74,20.93,51.16,9.3,4.65,0,0,0,0,4.65,4.65,9.3,13.95,9.3,0,11.63,2.33,2.33,9.3,4.65,2.33,4.65,0,0,4.65,0,0,0,0,0,0,0,0,0,16.28,4.65,0,0,0,0,2.33,6.98,2.33,0,0,0,0,0,0,0,0,0,18.6,0,13.95,4.65,2.33,2.33,0,0,0,0,2.33,0,0,0,1
48,30,30,0,86.67,60,16.67,40,10,0,0,0,0,0,0,10,6.67,10,3.33,6.67,0,0,3.33,10,3.33,0,0,10,0,6.67,0,0,0,0,0,0,0,0,0,10,6.67,0,0,0,0,0,3.33,0,3.33,0,0,3.33,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,6.67,0,0,0,1
49,32,32,0,90.62,59.38,9.38,40.62,9.38,3.12,0,3.12,0,0,0,6.25,3.12,6.25,3.12,3.12,3.12,0,3.12,18.75,0,3.12,0,9.38,0,15.62,0,0,0,0,0,0,0,0,0,15.62,0,6.25,0,0,0,0,3.12,3.12,3.12,0,3.12,0,0,0,0,0,0,6.25,0,3.12,3.12,3.12,0,0,0,0,0,0,0,0,0,1
50,16,16,0,93.75,43.75,18.75,31.25,6.25,0,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,0,0,6.25,0,6.25,0,12.5,0,6.25,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,0,0,0
51,24,24,0,91.67,25,37.5,12.5,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,4.17,0,4.17,4.17,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,4.17,0,0,0,0,4.17,0,0,0,0,0
52,41,41,0,75.61,82.93,17.07,63.41,24.39,12.2,12.2,0,0,0,0,12.2,2.44,19.51,14.63,12.2,7.32,0,7.32,7.32,12.2,12.2,0,0,0,0,0,0,0,2.44,2.44,0,0,0,0,14.63,2.44,2.44,2.44,0,2.44,0,4.88,0,0,0,0,0,2.44,0,0,2.44,0,2.44,0,2.44,0,0,0,0,0,0,0,2.44,0,0,0,0
53,50,25,0,56,38,6,30,12,10,0,10,0,0,0,2,0,6,4,4,2,0,2,8,0,0,4,16,0,12,0,0,0,0,0,0,0,0,0,10,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,6,0,4,2,0,0,0,2,0,0,0,0,0,0,0
54,25,25,0,92,40,36,24,8,4,4,0,0,0,0,4,8,0,0,0,0,0,0,8,0,4,0,8,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,4,1
55,21,21,0,71.43,19.05,23.81,14.29,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,9.52,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0
56,27,27,0,88.89,51.85,33.33,29.63,3.7,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,18.52,3.7,0,0,3.7,0,7.41,0,0,0,0,0,0,0,0,0,7.41,3.7,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,11.11,0,7.41,3.7,7.41,3.7,0,0,0,0,7.41,0,0,0,0
57,45,45,0,57.78,28.89,11.11,13.33,4.44,4.44,0,2.22,0,0,2.22,0,0,2.22,2.22,0,2.22,0,0,2.22,2.22,0,2.22,15.56,0,4.44,0,0,0,4.44,4.44,0,0,0,0,8.89,0,2.22,0,0,0,2.22,4.44,0,0,0,0,0,0,0,0,0,0,2.22,0,0,2.22,8.89,4.44,0,0,4.44,0,0,0,0,0,0
58,17,17,0,94.12,82.35,29.41,35.29,0,0,0,0,0,0,0,0,5.88,5.88,5.88,0,5.88,0,5.88,0,5.88,11.76,5.88,0,5.88,5.88,0,0,0,5.88,5.88,0,0,0,0,35.29,5.88,11.76,0,0,5.88,0,0,0,0,0,0,0,5.88,0,0,5.88,0,5.88,0,0,5.88,0,5.88,0,0,0,0,5.88,0,0,0,1
59,57,19,1.75,85.96,71.93,26.32,50.88,14.04,7.02,3.51,0,3.51,0,0,7.02,5.26,10.53,8.77,0,10.53,0,5.26,12.28,7.02,1.75,3.51,1.75,0,7.02,1.75,0,0,5.26,0,5.26,0,3.51,0,14.04,3.51,1.75,0,3.51,1.75,0,3.51,1.75,1.75,1.75,0,0,0,0,0,0,0,8.77,1.75,5.26,1.75,0,0,0,0,0,0,1.75,0,0,0,1
60,26,26,0,88.46,42.31,11.54,30.77,7.69,7.69,7.69,0,0,0,0,0,3.85,7.69,7.69,0,3.85,0,0,3.85,3.85,3.85,0,7.69,0,0,0,0,0,3.85,3.85,0,0,0,0,7.69,0,0,0,0,0,0,3.85,3.85,3.85,0,0,0,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0
61,50,10,2,86,70,28,48,14,8,0,0,6,0,2,6,0,12,12,0,12,0,4,14,10,6,0,0,0,20,0,0,6,4,6,0,0,0,0,18,0,2,4,4,0,2,6,8,2,0,2,0,2,0,0,2,0,14,2,8,6,0,0,0,0,0,0,2,0,0,0,1
62,14,14,0,92.86,50,14.29,28.57,7.14,7.14,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,14.29,7.14,0,0,0,0,0,0,7.14,0,0,0,1
63,31,31,0,77.42,35.48,16.13,16.13,0,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,0,0,3.23,0,0,9.68,0,0,0,0,0,3.23,0,3.23,0,3.23,0,6.45,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,9.68,3.23,3.23,0,3.23,0,0,0,0,0,0,0,0,0,1
64,28,28,0,75,25,17.86,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,14.29,0,0,0,0,0,3.57,0,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,14.29,7.14,0,0,0,1
65,14,14,0,100,35.71,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,7.14,0,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0
66,44,11,0,81.82,43.18,15.91,27.27,6.82,0,0,0,0,0,0,6.82,2.27,4.55,4.55,0,2.27,2.27,2.27,6.82,2.27,2.27,0,9.09,0,0,0,0,0,4.55,4.55,0,0,0,0,9.09,0,2.27,0,2.27,0,0,2.27,2.27,0,0,0,0,0,0,0,0,0,6.82,0,4.55,2.27,0,2.27,0,0,0,0,2.27,0,0,0,1
67,19,19,0,73.68,36.84,26.32,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,15.79,0,0,0,0,0,5.26,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,5.26,5.26,0,5.26,0,0,0,0,15.79,0,0,0,1
68,33,16.5,0,90.91,78.79,24.24,42.42,21.21,12.12,0,0,9.09,0,3.03,9.09,3.03,15.15,9.09,3.03,12.12,0,0,9.09,6.06,3.03,0,0,6.06,21.21,3.03,0,3.03,15.15,3.03,12.12,0,12.12,0,9.09,0,0,0,3.03,0,0,6.06,0,0,0,0,0,6.06,6.06,0,0,0,12.12,3.03,9.09,0,0,0,3.03,3.03,3.03,0,3.03,0,0,0,1
69,46,46,0,86.96,84.78,17.39,52.17,8.7,2.17,0,0,0,0,2.17,6.52,13.04,8.7,6.52,2.17,0,4.35,4.35,15.22,6.52,0,2.17,0,0,6.52,0,0,2.17,6.52,6.52,0,0,0,0,15.22,4.35,2.17,0,2.17,2.17,0,4.35,0,0,0,0,0,2.17,2.17,0,0,0,13.04,0,4.35,6.52,2.17,2.17,2.17,2.17,2.17,0,4.35,0,0,0,1
